who_collected,date_collected,notch_id,weight,unit,existing_cage_number,new_cage_number,group,notes,mouse_id,latest_cage,mouse_label,starting_cage_number,dob,species,sex
Forrest,2022-06-03,0,16.7,g,22013,NA,saline+id93,NA,41,22013A,Cage: 22013A Notch: 0,22013,2022-04-05,C57BL/46,f
Forrest,2022-06-03,1R,21,g,22013,NA,saline+id93,NA,42,22013,Cage: 22013 Notch: 1R,22013,2022-04-05,C57BL/47,f
Forrest,2022-06-03,1L,18.6,g,22013,NA,saline+id93,NA,43,22013B,Cage: 22013B Notch: 1L,22013,2022-04-05,C57BL/48,f
Forrest,2022-06-03,1R1L,17.7,g,22013,NA,saline+id93,NA,44,22013C,Cage: 22013C Notch: 1R1L,22013,2022-04-05,C57BL/49,f
Forrest,2022-06-03,0,17,g,22014,NA,saline+id93,NA,45,22014,Cage: 22014 Notch: 0,22014,2022-04-05,C57BL/50,f
Forrest,2022-06-03,1R,18.5,g,22014,NA,saline+id93,NA,46,22014,Cage: 22014 Notch: 1R,22014,2022-04-05,C57BL/51,f
Forrest,2022-06-03,1L,18.7,g,22014,NA,saline+id93,NA,47,22014,Cage: 22014 Notch: 1L,22014,2022-04-05,C57BL/52,f
Forrest,2022-06-03,1R1L,17.8,g,22014,NA,saline+id93,NA,48,22014,Cage: 22014 Notch: 1R1L,22014,2022-04-05,C57BL/53,f
Forrest,2022-06-03,0,19.7,g,F#1Saline,22474,saline+noMtb,Moved cage,49,22474,Cage: 22474 Notch: 0,F#1Saline,2022-04-05,C57BL/54,f
Forrest,2022-06-03,1R,21.4,g,F#1Saline,22474,saline+noMtb,Moved cage,50,22474,Cage: 22474 Notch: 1R,F#1Saline,2022-04-05,C57BL/55,f
Forrest,2022-06-03,1L,20.1,g,F#1Saline,22474,saline+noMtb,Moved cage,51,22474,Cage: 22474 Notch: 1L,F#1Saline,2022-04-05,C57BL/56,f
Forrest,2022-06-03,1R1L,19,g,F#1Saline,22474,saline+noMtb,Moved cage,52,22474,Cage: 22474 Notch: 1R1L,F#1Saline,2022-04-05,C57BL/57,f
Forrest,2022-06-03,0,18.1,g,F#2Saline,22475,saline+noMtb,Moved cage,53,22475,Cage: 22475 Notch: 0,F#2Saline,2022-04-05,C57BL/58,f
Forrest,2022-06-03,1R,19.8,g,F#2Saline,22475,saline+noMtb,Moved cage,54,22475,Cage: 22475 Notch: 1R,F#2Saline,2022-04-05,C57BL/59,f
Forrest,2022-06-03,1L,19,g,F#2Saline,22475,saline+noMtb,Moved cage,55,22475,Cage: 22475 Notch: 1L,F#2Saline,2022-04-05,C57BL/60,f
Forrest,2022-06-03,1R1L,18.2,g,F#2Saline,22475,saline+noMtb,Moved cage,56,22475,Cage: 22475 Notch: 1R1L,F#2Saline,2022-04-05,C57BL/61,f
Forrest,2022-06-03,0,18.1,g,F#3Saline,22476,saline+noMtb,Moved cage,57,22476,Cage: 22476 Notch: 0,F#3Saline,2022-04-05,C57BL/62,f
Forrest,2022-06-03,1R,18.9,g,F#3Saline,22476,saline+noMtb,Moved cage,58,22476,Cage: 22476 Notch: 1R,F#3Saline,2022-04-05,C57BL/63,f
Forrest,2022-06-03,1L,17.8,g,F#3Saline,22476,saline+noMtb,Moved cage,59,22476,Cage: 22476 Notch: 1L,F#3Saline,2022-04-05,C57BL/64,f
Forrest,2022-06-03,1R1L,19.4,g,F#3Saline,22476,saline+noMtb,Moved cage,60,22476,Cage: 22476 Notch: 1R1L,F#3Saline,2022-04-05,C57BL/65,f
Forrest,2022-06-03,0,25.6,g,22019,NA,bcg,NA,61,22019,Cage: 22019 Notch: 0,22019,2022-04-05,C57BL/66,m
Forrest,2022-06-03,1R,23.6,g,22019,NA,bcg,NA,62,22019,Cage: 22019 Notch: 1R,22019,2022-04-05,C57BL/67,m
Forrest,2022-06-03,1L,28.2,g,22019,NA,bcg,NA,63,22019,Cage: 22019 Notch: 1L,22019,2022-04-05,C57BL/68,m
Forrest,2022-06-03,1R1L,24.6,g,22019,NA,bcg,NA,64,22019,Cage: 22019 Notch: 1R1L,22019,2022-04-05,C57BL/69,m
Forrest,2022-06-03,0,25.8,g,22020,NA,bcg,NA,65,22020,Cage: 22020 Notch: 0,22020,2022-04-05,C57BL/70,m
Forrest,2022-06-03,1R,22.7,g,22020,NA,bcg,NA,66,22020,Cage: 22020 Notch: 1R,22020,2022-04-05,C57BL/71,m
Forrest,2022-06-03,1L,23.6,g,22020,NA,bcg,NA,67,22020,Cage: 22020 Notch: 1L,22020,2022-04-05,C57BL/72,m
Forrest,2022-06-03,1R1L,26.8,g,22020,NA,bcg,NA,68,22020,Cage: 22020 Notch: 1R1L,22020,2022-04-05,C57BL/73,m
Forrest,2022-06-03,0,25.5,g,22021,NA,bcg,NA,69,22021,Cage: 22021 Notch: 0,22021,2022-04-05,C57BL/74,m
Forrest,2022-06-03,1R,22.3,g,22021,NA,bcg,NA,70,22021,Cage: 22021 Notch: 1R,22021,2022-04-05,C57BL/75,m
Forrest,2022-06-03,1L,24.2,g,22021,NA,bcg,NA,71,22021,Cage: 22021 Notch: 1L,22021,2022-04-05,C57BL/76,m
Forrest,2022-06-03,1R1L,25.2,g,22021,NA,bcg,NA,72,22021,Cage: 22021 Notch: 1R1L,22021,2022-04-05,C57BL/77,m
Forrest,2022-06-03,0,23.1,g,22022,NA,bcg+id93,NA,73,22022,Cage: 22022 Notch: 0,22022,2022-04-05,C57BL/78,m
Forrest,2022-06-03,1R,24.6,g,22022,NA,bcg+id93,NA,74,22022,Cage: 22022 Notch: 1R,22022,2022-04-05,C57BL/79,m
Forrest,2022-06-03,1L,25.5,g,22022,NA,bcg+id93,NA,75,22022,Cage: 22022 Notch: 1L,22022,2022-04-05,C57BL/80,m
Forrest,2022-06-03,1R1L,25.3,g,22022,NA,bcg+id93,NA,76,22022,Cage: 22022 Notch: 1R1L,22022,2022-04-05,C57BL/81,m
Forrest,2022-06-03,0,22.4,g,22023,NA,bcg+id93,NA,77,22023,Cage: 22023 Notch: 0,22023,2022-04-05,C57BL/82,m
Forrest,2022-06-03,1R,25.1,g,22023,NA,bcg+id93,NA,78,22023,Cage: 22023 Notch: 1R,22023,2022-04-05,C57BL/83,m
Forrest,2022-06-03,1L,24.24,g,22023,NA,bcg+id93,NA,79,22023,Cage: 22023 Notch: 1L,22023,2022-04-05,C57BL/84,m
Forrest,2022-06-03,1R1L,22.6,g,22023,NA,bcg+id93,NA,80,22023,Cage: 22023 Notch: 1R1L,22023,2022-04-05,C57BL/85,m
Forrest,2022-06-03,0,25.7,g,22024,NA,bcg+id93,NA,81,22024,Cage: 22024 Notch: 0,22024,2022-04-05,C57BL/86,m
Forrest,2022-06-03,1R,26.2,g,22024,NA,bcg+id93,NA,82,22024,Cage: 22024 Notch: 1R,22024,2022-04-05,C57BL/87,m
Forrest,2022-06-03,1L,23.1,g,22024,NA,bcg+id93,NA,83,22024,Cage: 22024 Notch: 1L,22024,2022-04-05,C57BL/88,m
Forrest,2022-06-03,1R1L,25,g,22024,NA,bcg+id93,NA,84,22024,Cage: 22024 Notch: 1R1L,22024,2022-04-05,C57BL/89,m
Forrest,2022-06-03,0,25.7,g,22025,NA,saline,NA,85,22025,Cage: 22025 Notch: 0,22025,2022-04-05,C57BL/90,m
Forrest,2022-06-03,1R,22.2,g,22025,NA,saline,NA,86,22025,Cage: 22025 Notch: 1R,22025,2022-04-05,C57BL/91,m
Forrest,2022-06-03,1L,24.1,g,22025,NA,saline,NA,87,22025,Cage: 22025 Notch: 1L,22025,2022-04-05,C57BL/92,m
Forrest,2022-06-03,1R1L,22.2,g,22025,NA,saline,NA,88,22025,Cage: 22025 Notch: 1R1L,22025,2022-04-05,C57BL/93,m
Forrest,2022-06-03,0,25.6,g,22026,NA,saline,NA,89,22026,Cage: 22026 Notch: 0,22026,2022-04-05,C57BL/94,m
Forrest,2022-06-03,1R,26,g,22026,NA,saline,NA,90,22026,Cage: 22026 Notch: 1R,22026,2022-04-05,C57BL/95,m
Forrest,2022-06-03,1L,24.6,g,22026,NA,saline,NA,91,22026,Cage: 22026 Notch: 1L,22026,2022-04-05,C57BL/96,m
Forrest,2022-06-03,1R1L,25.1,g,22026,NA,saline,NA,92,22026,Cage: 22026 Notch: 1R1L,22026,2022-04-05,C57BL/97,m
Forrest,2022-06-03,0,22.5,g,22027,NA,saline,NA,93,22027,Cage: 22027 Notch: 0,22027,2022-04-05,C57BL/98,m
Forrest,2022-06-03,1R,24.8,g,22027,NA,saline,NA,94,22027,Cage: 22027 Notch: 1R,22027,2022-04-05,C57BL/99,m
Forrest,2022-06-03,1L,22.1,g,22027,NA,saline,NA,95,22027,Cage: 22027 Notch: 1L,22027,2022-04-05,C57BL/100,m
Forrest,2022-06-03,1R1L,23.7,g,22027,NA,saline,NA,96,22027,Cage: 22027 Notch: 1R1L,22027,2022-04-05,C57BL/101,m
Forrest,2022-06-03,0,24.1,g,22028,NA,saline+id93,NA,97,22028,Cage: 22028 Notch: 0,22028,2022-04-05,C57BL/102,m
Forrest,2022-06-03,1R,25.9,g,22028,NA,saline+id93,NA,98,22028,Cage: 22028 Notch: 1R,22028,2022-04-05,C57BL/103,m
Forrest,2022-06-03,1L,24.7,g,22028,NA,saline+id93,NA,99,22028,Cage: 22028 Notch: 1L,22028,2022-04-05,C57BL/104,m
Forrest,2022-06-03,1R1L,26.2,g,22028,NA,saline+id93,NA,100,22028,Cage: 22028 Notch: 1R1L,22028,2022-04-05,C57BL/105,m
Forrest,2022-06-03,0,25.1,g,22029,NA,saline+id93,NA,101,22029,Cage: 22029 Notch: 0,22029,2022-04-05,C57BL/106,m
Forrest,2022-06-03,1R,26.1,g,22029,NA,saline+id93,NA,102,22029,Cage: 22029 Notch: 1R,22029,2022-04-05,C57BL/107,m
Forrest,2022-06-03,1L,23.7,g,22029,NA,saline+id93,NA,103,22029,Cage: 22029 Notch: 1L,22029,2022-04-05,C57BL/108,m
Forrest,2022-06-03,1R1L,25.6,g,22029,NA,saline+id93,NA,104,22029,Cage: 22029 Notch: 1R1L,22029,2022-04-05,C57BL/109,m
Forrest,2022-06-03,0,25.5,g,22030,NA,saline+id93,NA,105,22030,Cage: 22030 Notch: 0,22030,2022-04-05,C57BL/110,m
Forrest,2022-06-03,1R,27.5,g,22030,NA,saline+id93,NA,106,22030,Cage: 22030 Notch: 1R,22030,2022-04-05,C57BL/111,m
Forrest,2022-06-03,1L,25.3,g,22030,NA,saline+id93,NA,107,22030,Cage: 22030 Notch: 1L,22030,2022-04-05,C57BL/112,m
Forrest,2022-06-03,1R1L,24.2,g,22030,NA,saline+id93,NA,108,22030,Cage: 22030 Notch: 1R1L,22030,2022-04-05,C57BL/113,m
Forrest,2022-06-03,0,26.3,g,M#4Saline,22477,saline+noMtb,Moved cage,109,22477,Cage: 22477 Notch: 0,M#4Saline,2022-04-05,C57BL/114,m
Forrest,2022-06-03,1R,26.8,g,M#4Saline,22477,saline+noMtb,Moved cage,110,22477,Cage: 22477 Notch: 1R,M#4Saline,2022-04-05,C57BL/115,m
Forrest,2022-06-03,1L,27.1,g,M#4Saline,22477,saline+noMtb,Moved cage,111,22477,Cage: 22477 Notch: 1L,M#4Saline,2022-04-05,C57BL/116,m
Forrest,2022-06-03,1R1L,25.1,g,M#4Saline,22477,saline+noMtb,Moved cage,112,22477,Cage: 22477 Notch: 1R1L,M#4Saline,2022-04-05,C57BL/117,m
Forrest,2022-06-03,0,24.8,g,M#5Saline,22478,saline+noMtb,Moved cage,113,22478,Cage: 22478 Notch: 0,M#5Saline,2022-04-05,C57BL/118,m
Forrest,2022-06-03,1R,24.3,g,M#5Saline,22478,saline+noMtb,Moved cage,114,22478,Cage: 22478 Notch: 1R,M#5Saline,2022-04-05,C57BL/119,m
Forrest,2022-06-03,1L,25.1,g,M#5Saline,22478,saline+noMtb,Moved cage,115,22478,Cage: 22478 Notch: 1L,M#5Saline,2022-04-05,C57BL/120,m
Forrest,2022-06-03,1R1L,26.7,g,M#5Saline,22478,saline+noMtb,Moved cage,116,22478,Cage: 22478 Notch: 1R1L,M#5Saline,2022-04-05,C57BL/121,m
Forrest,2022-06-03,0,25,g,M#6Saline,22479,saline+noMtb,Moved cage,117,22479,Cage: 22479 Notch: 0,M#6Saline,2022-04-05,C57BL/122,m
Forrest,2022-06-03,1R,25.6,g,M#6Saline,22479,saline+noMtb,Moved cage,118,22479,Cage: 22479 Notch: 1R,M#6Saline,2022-04-05,C57BL/123,m
Forrest,2022-06-03,1L,23.6,g,M#6Saline,22479,saline+noMtb,Moved cage,119,22479,Cage: 22479 Notch: 1L,M#6Saline,2022-04-05,C57BL/124,m
Forrest,2022-06-03,1R1L,26.6,g,M#6Saline,22479,saline+noMtb,Moved cage,120,22479,Cage: 22479 Notch: 1R1L,M#6Saline,2022-04-05,C57BL/125,m
Forrest,2022-06-03,0,17.6,g,22015,NA,bcg,NA,121,22015,Cage: 22015 Notch: 0,22015,2022-04-05,C57BL/126,f
Forrest,2022-06-03,1R,17.2,g,22015,NA,bcg,NA,122,22015,Cage: 22015 Notch: 1R,22015,2022-04-05,C57BL/127,f
Forrest,2022-06-03,1L,19.9,g,22015,NA,bcg,NA,123,22015,Cage: 22015 Notch: 1L,22015,2022-04-05,C57BL/128,f
Forrest,2022-06-03,1R1L,16.8,g,22015,NA,bcg,NA,124,22015,Cage: 22015 Notch: 1R1L,22015,2022-04-05,C57BL/129,f
Forrest,2022-06-03,2L,18.5,g,22015,NA,bcg,NA,125,22015,Cage: 22015 Notch: 2L,22015,2022-04-05,C57BL/130,f
Forrest,2022-06-03,0,19.2,g,22016,NA,bcg+id93,NA,126,22016,Cage: 22016 Notch: 0,22016,2022-04-05,C57BL/131,f
Forrest,2022-06-03,1R,18.4,g,22016,NA,bcg+id93,NA,127,22016,Cage: 22016 Notch: 1R,22016,2022-04-05,C57BL/132,f
Forrest,2022-06-03,1L,18.6,g,22016,NA,bcg+id93,Cannot differentiate 3 &5,128,22016,Cage: 22016 Notch: 1L,22016,2022-04-05,C57BL/133,f
Forrest,2022-06-03,1R1L,19.5,g,22016,NA,bcg+id93,NA,129,22016,Cage: 22016 Notch: 1R1L,22016,2022-04-05,C57BL/134,f
Forrest,2022-06-03,2L,19.8,g,22016,NA,bcg+id93,Cannot differentiate 3 &5,130,22016,Cage: 22016 Notch: 2L,22016,2022-04-05,C57BL/135,f
Forrest,2022-06-03,0,19.5,g,22017,NA,saline,NA,131,22017,Cage: 22017 Notch: 0,22017,2022-04-05,C57BL/136,f
Forrest,2022-06-03,1R,19.6,g,22017,NA,saline,NA,132,22017,Cage: 22017 Notch: 1R,22017,2022-04-05,C57BL/137,f
Forrest,2022-06-03,1L,20.1,g,22017,NA,saline,NA,133,22017,Cage: 22017 Notch: 1L,22017,2022-04-05,C57BL/138,f
Forrest,2022-06-03,1R1L,19.9,g,22017,NA,saline,NA,134,22017,Cage: 22017 Notch: 1R1L,22017,2022-04-05,C57BL/139,f
Forrest,2022-06-03,2L,20.7,g,22017,NA,saline,NA,135,22017,Cage: 22017 Notch: 2L,22017,2022-04-05,C57BL/140,f
Forrest,2022-06-03,0,18.9,g,22018,NA,saline+id93,NA,136,22018,Cage: 22018 Notch: 0,22018,2022-04-05,C57BL/141,f
Forrest,2022-06-03,1R,18.6,g,22018,NA,saline+id93,NA,137,22018,Cage: 22018 Notch: 1R,22018,2022-04-05,C57BL/142,f
Forrest,2022-06-03,1L,16.6,g,22018,NA,saline+id93,NA,138,22018,Cage: 22018 Notch: 1L,22018,2022-04-05,C57BL/143,f
Forrest,2022-06-03,1R1L,17.3,g,22018,NA,saline+id93,NA,139,22018,Cage: 22018 Notch: 1R1L,22018,2022-04-05,C57BL/144,f
Forrest,2022-06-03,2R,16.5,g,22018,NA,saline+id93,NA,140,22018,Cage: 22018 Notch: 2R,22018,2022-04-05,C57BL/145,f
Pablo,2022-06-09,0,19.32,g,22003,NA,bcg,NA,1,22003,Cage: 22003 Notch: 0,22003,2022-04-05,C57BL/6,f
Pablo,2022-06-09,1R,18.65,g,22003,NA,bcg,NA,2,22003,Cage: 22003 Notch: 1R,22003,2022-04-05,C57BL/7,f
Pablo,2022-06-09,1L,19.49,g,22003,NA,bcg,NA,3,22003,Cage: 22003 Notch: 1L,22003,2022-04-05,C57BL/8,f
Pablo,2022-06-09,1R1L,19.85,g,22003,NA,bcg,L ear ripped,4,22003,Cage: 22003 Notch: 1R1L,22003,2022-04-05,C57BL/9,f
Pablo,2022-06-09,0,20.8,g,22004,NA,bcg,NA,5,22004,Cage: 22004 Notch: 0,22004,2022-04-05,C57BL/10,f
Pablo,2022-06-09,1R,20.33,g,22004,NA,bcg,NA,6,22004,Cage: 22004 Notch: 1R,22004,2022-04-05,C57BL/11,f
Pablo,2022-06-09,1L,21.48,g,22004,NA,bcg,NA,7,22004,Cage: 22004 Notch: 1L,22004,2022-04-05,C57BL/12,f
Pablo,2022-06-09,1R1L,19.66,g,22004,NA,bcg,NA,8,22004,Cage: 22004 Notch: 1R1L,22004,2022-04-05,C57BL/13,f
Pablo,2022-06-09,0,19.1,g,22005,NA,bcg,NA,9,22005,Cage: 22005 Notch: 0,22005,2022-04-05,C57BL/14,f
Pablo,2022-06-09,1R,20.88,g,22005,NA,bcg,R ear ripped,10,22005,Cage: 22005 Notch: 1R,22005,2022-04-05,C57BL/15,f
Pablo,2022-06-09,1L,20.63,g,22005,NA,bcg,NA,11,22005,Cage: 22005 Notch: 1L,22005,2022-04-05,C57BL/16,f
Pablo,2022-06-09,1R1L,20.76,g,22005,NA,bcg,NA,12,22005,Cage: 22005 Notch: 1R1L,22005,2022-04-05,C57BL/17,f
Pablo,2022-06-09,0,16.82,g,22006,NA,bcg+id93,sore around bcg vaccination site,13,22006,Cage: 22006 Notch: 0,22006,2022-04-05,C57BL/18,f
Pablo,2022-06-09,1R,16.98,g,22006,NA,bcg+id93,sore around bcg vaccination site,14,22006,Cage: 22006 Notch: 1R,22006,2022-04-05,C57BL/19,f
Pablo,2022-06-09,1L,20.39,g,22006,NA,bcg+id93,sore around bcg vaccination site,15,22006,Cage: 22006 Notch: 1L,22006,2022-04-05,C57BL/20,f
Pablo,2022-06-09,1R1L,18.47,g,22006,NA,bcg+id93,sore around bcg vaccination site,16,22006,Cage: 22006 Notch: 1R1L,22006,2022-04-05,C57BL/21,f
Pablo,2022-06-09,0,18.89,g,22007,NA,bcg+id93,NA,17,22007A,Cage: 22007A Notch: 0,22007,2022-04-05,C57BL/22,f
Pablo,2022-06-09,1R,21.36,g,22007,NA,bcg+id93,NA,18,22007,Cage: 22007 Notch: 1R,22007,2022-04-05,C57BL/23,f
Pablo,2022-06-09,1L,18.32,g,22007,NA,bcg+id93,NA,19,22007,Cage: 22007 Notch: 1L,22007,2022-04-05,C57BL/24,f
Pablo,2022-06-09,1R1L,19.65,g,22007,NA,bcg+id93,NA,20,22007,Cage: 22007 Notch: 1R1L,22007,2022-04-05,C57BL/25,f
Pablo,2022-06-09,0,17.74,g,22008,NA,bcg+id93,NA,21,22008,Cage: 22008 Notch: 0,22008,2022-04-05,C57BL/26,f
Pablo,2022-06-09,1R,18.71,g,22008,NA,bcg+id93,NA,22,22008,Cage: 22008 Notch: 1R,22008,2022-04-05,C57BL/27,f
Pablo,2022-06-09,1L,18.94,g,22008,NA,bcg+id93,NA,23,22008,Cage: 22008 Notch: 1L,22008,2022-04-05,C57BL/28,f
Pablo,2022-06-09,1R1L,19.6,g,22008,NA,bcg+id93,NA,24,22008,Cage: 22008 Notch: 1R1L,22008,2022-04-05,C57BL/29,f
Pablo,2022-06-09,0,20.46,g,22009,NA,saline,NA,25,22009A,Cage: 22009A Notch: 0,22009,2022-04-05,C57BL/30,f
Pablo,2022-06-09,1R,20.9,g,22009,NA,saline,NA,26,22009,Cage: 22009 Notch: 1R,22009,2022-04-05,C57BL/31,f
Pablo,2022-06-09,1L,22.35,g,22480,NA,saline,NA,27,22480,Cage: 22480 Notch: 1L,22009,2022-04-05,C57BL/32,f
Pablo,2022-06-09,1R1L,18.54,g,22009,NA,saline,NA,28,22009,Cage: 22009 Notch: 1R1L,22009,2022-04-05,C57BL/33,f
Pablo,2022-06-09,0,21.51,g,22010,NA,saline,NA,29,22010,Cage: 22010 Notch: 0,22010,2022-04-05,C57BL/34,f
Pablo,2022-06-09,1R,19.18,g,22010,NA,saline,NA,30,22010,Cage: 22010 Notch: 1R,22010,2022-04-05,C57BL/35,f
Pablo,2022-06-09,1L,19.87,g,22010,NA,saline,NA,31,22010,Cage: 22010 Notch: 1L,22010,2022-04-05,C57BL/36,f
Pablo,2022-06-09,1R1L,20.32,g,22010,NA,saline,NA,32,22010,Cage: 22010 Notch: 1R1L,22010,2022-04-05,C57BL/37,f
Pablo,2022-06-09,0,21.53,g,22011,NA,saline,NA,33,22011,Cage: 22011 Notch: 0,22011,2022-04-05,C57BL/38,f
Pablo,2022-06-09,1R,17.25,g,22011,NA,saline,NA,34,22011,Cage: 22011 Notch: 1R,22011,2022-04-05,C57BL/39,f
Pablo,2022-06-09,1L,21.04,g,22011,NA,saline,NA,35,22011,Cage: 22011 Notch: 1L,22011,2022-04-05,C57BL/40,f
Pablo,2022-06-09,1R1L,17.55,g,22011,NA,saline,NA,36,22011,Cage: 22011 Notch: 1R1L,22011,2022-04-05,C57BL/41,f
Pablo,2022-06-09,0,21.28,g,22012,NA,saline+id93,NA,37,22012,Cage: 22012 Notch: 0,22012,2022-04-05,C57BL/42,f
Pablo,2022-06-09,1R,20.05,g,22012,NA,saline+id93,NA,38,22012,Cage: 22012 Notch: 1R,22012,2022-04-05,C57BL/43,f
Pablo,2022-06-09,1L,20.58,g,22012,NA,saline+id93,NA,39,22012A,Cage: 22012A Notch: 1L,22012,2022-04-05,C57BL/44,f
Pablo,2022-06-09,1R1L,20.88,g,22012,NA,saline+id93,NA,40,22012,Cage: 22012 Notch: 1R1L,22012,2022-04-05,C57BL/45,f
Pablo,2022-06-09,0,19.56,g,22013,NA,saline+id93,NA,41,22013A,Cage: 22013A Notch: 0,22013,2022-04-05,C57BL/46,f
Pablo,2022-06-09,1R,21.38,g,22013,NA,saline+id93,NA,42,22013,Cage: 22013 Notch: 1R,22013,2022-04-05,C57BL/47,f
Pablo,2022-06-09,1L,19.12,g,22013,NA,saline+id93,NA,43,22013B,Cage: 22013B Notch: 1L,22013,2022-04-05,C57BL/48,f
Pablo,2022-06-09,1R1L,19.38,g,22013,NA,saline+id93,L ear ripped,44,22013C,Cage: 22013C Notch: 1R1L,22013,2022-04-05,C57BL/49,f
Pablo,2022-06-09,0,17.96,g,22014,NA,saline+id93,NA,45,22014,Cage: 22014 Notch: 0,22014,2022-04-05,C57BL/50,f
Pablo,2022-06-09,1R,19.28,g,22014,NA,saline+id93,NA,46,22014,Cage: 22014 Notch: 1R,22014,2022-04-05,C57BL/51,f
Pablo,2022-06-09,1L,20.55,g,22014,NA,saline+id93,NA,47,22014,Cage: 22014 Notch: 1L,22014,2022-04-05,C57BL/52,f
Pablo,2022-06-09,1R1L,19.15,g,22014,NA,saline+id93,NA,48,22014,Cage: 22014 Notch: 1R1L,22014,2022-04-05,C57BL/53,f
Pablo,2022-06-09,0,19.75,g,22474,NA,saline+noMtb,NA,49,22474,Cage: 22474 Notch: 0,F#1Saline,2022-04-05,C57BL/54,f
Pablo,2022-06-09,1R,22.01,g,22474,NA,saline+noMtb,NA,50,22474,Cage: 22474 Notch: 1R,F#1Saline,2022-04-05,C57BL/55,f
Pablo,2022-06-09,1L,20.67,g,22474,NA,saline+noMtb,NA,51,22474,Cage: 22474 Notch: 1L,F#1Saline,2022-04-05,C57BL/56,f
Pablo,2022-06-09,1R1L,20.12,g,22474,NA,saline+noMtb,NA,52,22474,Cage: 22474 Notch: 1R1L,F#1Saline,2022-04-05,C57BL/57,f
Pablo,2022-06-09,0,19.24,g,22475,NA,saline+noMtb,NA,53,22475,Cage: 22475 Notch: 0,F#2Saline,2022-04-05,C57BL/58,f
Pablo,2022-06-09,1R,21.05,g,22475,NA,saline+noMtb,NA,54,22475,Cage: 22475 Notch: 1R,F#2Saline,2022-04-05,C57BL/59,f
Pablo,2022-06-09,1L,19.79,g,22475,NA,saline+noMtb,NA,55,22475,Cage: 22475 Notch: 1L,F#2Saline,2022-04-05,C57BL/60,f
Pablo,2022-06-09,1R1L,18.78,g,22475,NA,saline+noMtb,NA,56,22475,Cage: 22475 Notch: 1R1L,F#2Saline,2022-04-05,C57BL/61,f
Pablo,2022-06-09,0,17.7,g,22476,NA,saline+noMtb,NA,57,22476,Cage: 22476 Notch: 0,F#3Saline,2022-04-05,C57BL/62,f
Pablo,2022-06-09,1R,19.54,g,22476,NA,saline+noMtb,NA,58,22476,Cage: 22476 Notch: 1R,F#3Saline,2022-04-05,C57BL/63,f
Pablo,2022-06-09,1L,18.55,g,22476,NA,saline+noMtb,NA,59,22476,Cage: 22476 Notch: 1L,F#3Saline,2022-04-05,C57BL/64,f
Pablo,2022-06-09,1R1L,20.29,g,22476,NA,saline+noMtb,R ear ripped,60,22476,Cage: 22476 Notch: 1R1L,F#3Saline,2022-04-05,C57BL/65,f
Pablo,2022-06-09,0,26.62,g,22019,NA,bcg,NA,61,22019,Cage: 22019 Notch: 0,22019,2022-04-05,C57BL/66,m
Pablo,2022-06-09,1R,24.67,g,22019,NA,bcg,NA,62,22019,Cage: 22019 Notch: 1R,22019,2022-04-05,C57BL/67,m
Pablo,2022-06-09,1L,28.35,g,22019,NA,bcg,NA,63,22019,Cage: 22019 Notch: 1L,22019,2022-04-05,C57BL/68,m
Pablo,2022-06-09,1R1L,24.7,g,22019,NA,bcg,NA,64,22019,Cage: 22019 Notch: 1R1L,22019,2022-04-05,C57BL/69,m
Pablo,2022-06-09,0,26.7,g,22020,NA,bcg,NA,65,22020,Cage: 22020 Notch: 0,22020,2022-04-05,C57BL/70,m
Pablo,2022-06-09,1R,23.76,g,22020,NA,bcg,NA,66,22020,Cage: 22020 Notch: 1R,22020,2022-04-05,C57BL/71,m
Pablo,2022-06-09,1L,25.16,g,22020,NA,bcg,NA,67,22020,Cage: 22020 Notch: 1L,22020,2022-04-05,C57BL/72,m
Pablo,2022-06-09,1R1L,28.16,g,22020,NA,bcg,NA,68,22020,Cage: 22020 Notch: 1R1L,22020,2022-04-05,C57BL/73,m
Pablo,2022-06-09,0,25.96,g,22021,NA,bcg,NA,69,22021,Cage: 22021 Notch: 0,22021,2022-04-05,C57BL/74,m
Pablo,2022-06-09,1R,22.7,g,22021,NA,bcg,NA,70,22021,Cage: 22021 Notch: 1R,22021,2022-04-05,C57BL/75,m
Pablo,2022-06-09,1L,25.68,g,22021,NA,bcg,NA,71,22021,Cage: 22021 Notch: 1L,22021,2022-04-05,C57BL/76,m
Pablo,2022-06-09,1R1L,26.05,g,22021,NA,bcg,hole is slightly closed,72,22021,Cage: 22021 Notch: 1R1L,22021,2022-04-05,C57BL/77,m
Pablo,2022-06-09,0,24.89,g,22022,NA,bcg+id93,NA,73,22022,Cage: 22022 Notch: 0,22022,2022-04-05,C57BL/78,m
Pablo,2022-06-09,1R,24.48,g,22022,NA,bcg+id93,NA,74,22022,Cage: 22022 Notch: 1R,22022,2022-04-05,C57BL/79,m
Pablo,2022-06-09,1L,26.28,g,22022,NA,bcg+id93,NA,75,22022,Cage: 22022 Notch: 1L,22022,2022-04-05,C57BL/80,m
Pablo,2022-06-09,1R1L,26.25,g,22022,NA,bcg+id93,NA,76,22022,Cage: 22022 Notch: 1R1L,22022,2022-04-05,C57BL/81,m
Pablo,2022-06-09,0,22.89,g,22023,NA,bcg+id93,NA,77,22023,Cage: 22023 Notch: 0,22023,2022-04-05,C57BL/82,m
